Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Multiple Sclerosis	C0026769	CISH	1154	Q9NSE2	cytokine inducible SH2 containing protein	Enzyme modulator	195	0.5	0.808	0.00053852	0.1		1.0	12	0	2012	2019
Multiple Sclerosis	C0026769	RMI2	116028	Q96E14	RecQ mediated genome instability 2		38	0.666	0.5	0.018953	0.1		1.0	2	6	2011	2013
Multiple Sclerosis	C0026769	AGAP2	116986	Q99490	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2		24	0.729	0.385	0.99816	0.1		1.0	2	1	2009	2011
Multiple Sclerosis	C0026769	LRRK2	120892	Q5S007	leucine rich repeat kinase 2	Kinase	231	0.51	0.808	2.5757e-30	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	CCR5	1234	P51681	C-C motif chemokine receptor 5 (gene/pseudogene)	G-protein coupled receptor	508	0.398	0.885	4.3094e-10	0.1		0.839	31	1	1997	2019
Multiple Sclerosis	C0026769	RBM45	129831	Q8IUH3	RNA binding motif protein 45		557	0.383	0.846	2.1132e-10	0.1		0.922	153	2	1992	2020
Multiple Sclerosis	C0026769	LINC01620	140834		long intergenic non-protein coding RNA 1620		8	0.805	0.269	0.45157	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	CRYAB	1410	P02511	crystallin alpha B		200	0.515	0.731	0.02247	0.1		1.0	14	0	1996	2019
Multiple Sclerosis	C0026769	CSF2	1437	P04141	colony stimulating factor 2	Signaling	1028	0.33	0.962	0.83468	0.1		0.981	54	0	1996	2020
Multiple Sclerosis	C0026769	LACC1	144811	Q8IV20	laccase domain containing 1		35	0.7	0.423	1.1655e-05	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	ZFP90	146198	Q8TF47	ZFP90 zinc finger protein	Transcription factor	13	0.78	0.231	0.031662	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	SLC30A7	148867	Q8NEW0	solute carrier family 30 member 7	Transporter	9	0.792	0.385	4.4049e-07	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	CTLA4	1493	P16410	cytotoxic T-lymphocyte associated protein 4		722	0.369	0.923	0.94085	0.1		0.86	43	5	1998	2020
Multiple Sclerosis	C0026769	HORMAD2	150280	Q8N7B1	HORMA domain containing 2		22	0.716	0.385	7.1353e-05	0.1		1.0	1	2	2011	2011
Multiple Sclerosis	C0026769	PUS10	150962	Q3MIT2	pseudouridine synthase 10		17	0.736	0.346	7.8796e-14	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	LRRC34	151827	Q8IZ02	leucine rich repeat containing 34		8	0.821	0.269	5.5187e-07	0.1		1.0	1	1	2019	2019
Multiple Sclerosis	C0026769	KIAA2026	158358	Q5HYC2	KIAA2026		2	1.0	0.077	0.65923	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	CYP21A2	1589	P08686	cytochrome P450 family 21 subfamily A member 2		166	0.525	0.769	0.00025989	0.1		1.0	2	12	2007	2010
Multiple Sclerosis	C0026769	CLECL1	160365	Q8IZS7	C-type lectin like 1		1	1.0	0.077	0.25929	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	ACE	1636	P12821	angiotensin I converting enzyme	Enzyme	1082	0.328	0.923	1.0344e-37	0.1		0.727	11	2	2006	2019
Multiple Sclerosis	C0026769	GLIS3	169792	Q8NEA6	GLIS family zinc finger 3		105	0.59	0.654	5.5977e-08	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	PSORS1C1	170679	Q9UIG5	psoriasis susceptibility 1 candidate 1		43	0.656	0.731	0.00026534	0.1		1.0	1	6	2007	2007
Multiple Sclerosis	C0026769	S1PR1	1901	P21453	sphingosine-1-phosphate receptor 1	G-protein coupled receptor	126	0.546	0.769	0.73269	0.1		1.0	10	0	2009	2020
Multiple Sclerosis	C0026769	SPRED2	200734	Q7Z698	sprouty related EVH1 domain containing 2	Receptor	38	0.711	0.577	2.8684e-07	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	ETS1	2113	P14921	ETS proto-oncogene 1, transcription factor	Transcription factor	327	0.444	0.731	0.7816	0.1		1.0	2	2	2011	2013
Multiple Sclerosis	C0026769	JAZF1	221895	Q86VZ6	JAZF zinc finger 1		102	0.582	0.654	0.89582	0.1		1.0	2	2	2011	2013
Multiple Sclerosis	C0026769	PXT1	222659	Q8NFP0	peroxisomal testis enriched protein 1		3	1.0	0.077	2.5199e-06	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	SBNO2	22904	Q9Y2G9	strawberry notch homolog 2	Enzyme	41	0.663	0.538	0.0070655	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	MLANA	2315	Q16655	melan-A		92	0.579	0.692	1.2584e-09	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	OTUD3	23252	Q5T2D3	OTU deubiquitinase 3	Enzyme	13	0.76	0.231	3.5645e-05	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	SLC9A8	23315	Q9Y2E8	solute carrier family 9 member A8	Transporter	16	0.736	0.5	2.9146e-10	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	DDAH1	23576	O94760	dimethylarginine dimethylaminohydrolase 1	Enzyme	73	0.604	0.615	0.0027974	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	HCG27	253018		HLA complex group 27		14	0.805	0.346	0.023063	0.1		1.0	1	1	2010	2010
Multiple Sclerosis	C0026769	ZBTB38	253461	Q8NAP3	zinc finger and BTB domain containing 38	Transcription factor	60	0.663	0.615	0.99949	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	SYT14	255928	Q8NB59	synaptotagmin 14		34	0.716	0.346	0.94463	0.1		1.0	1	1	2018	2018
Multiple Sclerosis	C0026769	PRKD2	25865	Q9BZL6	protein kinase D2	Kinase	40	0.666	0.538	0.99995	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	PHGDH	26227	O43175	phosphoglycerate dehydrogenase	Enzyme	288	0.484	0.885	0.00013308	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	AK5	26289	Q9Y6K8	adenylate kinase 5	Kinase	13	0.792	0.269	0.0033057	0.1		1.0	1	1	2007	2007
Multiple Sclerosis	C0026769	GEM	2669	P55040	GTP binding protein overexpressed in skeletal muscle		251	0.467	0.769	1.179e-08	0.1		0.833	12	0	2005	2019
Multiple Sclerosis	C0026769	GFAP	2670	P14136	glial fibrillary acidic protein		447	0.421	0.885	1.4601e-06	0.1		1.0	14	0	1997	2020
Multiple Sclerosis	C0026769	FOXP1	27086	Q9H334	forkhead box P1		317	0.46	0.808	0.99998	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	DKKL1	27120	Q9UK85	dickkopf like acrosomal protein 1		6	0.839	0.269	0.00039771	0.1		1.0	2	2	2011	2013
Multiple Sclerosis	C0026769	SNHG28	284677	P0DPA3	small nucleolar RNA host gene 28		1	1.0	0.077	1.2953e-08	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	SUMF1	285362	Q8NBK3	sulfatase modifying factor 1		80	0.641	0.538	2.2828e-08	0.1		1.0	1	1	2010	2010
Multiple Sclerosis	C0026769	HLA-F-AS1	285830		HLA-F antisense RNA 1		4	0.861	0.269		0.1		1.0	2	4	2007	2009
Multiple Sclerosis	C0026769	HCG22	285834	E2RYF7	HLA complex group 22 (gene/pseudogene)		20	0.736	0.423		0.1		1.0	1	4	2007	2007
Multiple Sclerosis	C0026769	CTNNA3	29119	Q9UI47	catenin alpha 3	Cellular structure	73	0.612	0.692	1.0225e-12	0.1		1.0	1	1	2007	2007
Multiple Sclerosis	C0026769	TNPO2	30000	O14787	transportin 2	Transporter	5	0.861	0.231	1.0	0.1		1.0	1	1	2019	2019
Multiple Sclerosis	C0026769	ERVW-1	30816	Q9UQF0	endogenous retrovirus group W member 1, envelope		193	0.505	0.692		0.1		1.0	20	0	2004	2019
Multiple Sclerosis	C0026769	HLA-C	3107	P10321	major histocompatibility complex, class I, C		435	0.415	0.846	1.5695e-06	0.1		1.0	12	0	1995	2017
Multiple Sclerosis	C0026769	HLA-DMA	3108	P28067	major histocompatibility complex, class II, DM alpha	Immune response	63	0.608	0.654	0.002381	0.1		1.0	1	3	2007	2007
Multiple Sclerosis	C0026769	HLA-DQB2	3120	P05538	major histocompatibility complex, class II, DQ beta 2	Immune response	91	0.573	0.731	0.042679	0.1		1.0	1	5	2007	2007
Multiple Sclerosis	C0026769	HLA-DRB5	3127	Q30154	major histocompatibility complex, class II, DR beta 5	Immune response	62	0.608	0.731	3.6359e-07	0.1		0.967	30	0	1976	2019
Multiple Sclerosis	C0026769	HLA-DRB6	3128		major histocompatibility complex, class II, DR beta 6 (pseudogene)		9	0.821	0.308		0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	HLA-DRB9	3132		major histocompatibility complex, class II, DR beta 9 (pseudogene)		33	0.682	0.654		0.1		1.0	2	6	2007	2010
Multiple Sclerosis	C0026769	HLA-F	3134	P30511	major histocompatibility complex, class I, F		51	0.631	0.654	3.276e-05	0.1		1.0	2	5	2007	2009
Multiple Sclerosis	C0026769	HLA-G	3135	P17693	major histocompatibility complex, class I, G		279	0.461	0.769	1.365e-11	0.1		0.909	11	0	2005	2019
Multiple Sclerosis	C0026769	IFNA1	3439	P01562	interferon alpha 1		662	0.371	0.923		0.1		1.0	26	0	1999	2019
Multiple Sclerosis	C0026769	IFNA13	3447	P01562	interferon alpha 13		646	0.374	0.923		0.1		1.0	26	0	1999	2019
Multiple Sclerosis	C0026769	FAS	355	P25445	Fas cell surface death receptor		754	0.372	0.923	0.8117	0.1		0.929	14	1	1998	2020
Multiple Sclerosis	C0026769	IL1A	3552	P01583	interleukin 1 alpha		1002	0.333	0.962	0.0001602	0.1		0.875	24	2	1997	2019
Multiple Sclerosis	C0026769	IL2	3558	P60568	interleukin 2		950	0.336	0.885	0.47968	0.1		0.967	30	2	1990	2019
Multiple Sclerosis	C0026769	IL4	3565	P05112	interleukin 4		996	0.332	0.962	0.0047372	0.1		0.929	28	3	1994	2020
Multiple Sclerosis	C0026769	IL6	3569	P05231	interleukin 6		2367	0.248	0.962	0.31536	0.1		0.957	47	1	1996	2019
Multiple Sclerosis	C0026769	IL18	3606	Q14116	interleukin 18		750	0.365	0.923	0.030717	0.1		0.909	11	0	2002	2019
Multiple Sclerosis	C0026769	AQP4	361	P55087	aquaporin 4	Ion channel	311	0.456	0.885	0.0022919	0.1		0.97	66	0	2006	2020
Multiple Sclerosis	C0026769	CXCL10	3627	P02778	C-X-C motif chemokine ligand 10	Signaling	631	0.378	0.885	0.36865	0.1		0.909	11	0	2000	2019
Multiple Sclerosis	C0026769	ISG20	3669	Q96AZ6	interferon stimulated exonuclease gene 20		414	0.414	0.846	0.002899	0.1		1.0	27	0	1994	2019
Multiple Sclerosis	C0026769	ITPR3	3710	Q14573	inositol 1,4,5-trisphosphate receptor type 3	Ion channel	112	0.555	0.808	2.5541e-22	0.1		1.0	1	1	2016	2016
Multiple Sclerosis	C0026769	KCNMA1	3778	Q12791	potassium calcium-activated channel subfamily M alpha 1	Ion channel	205	0.518	0.846	0.99731	0.1		1.0	1	1	2007	2007
Multiple Sclerosis	C0026769	KIR3DL1	3811	P43629	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	Receptor	231	0.475	0.769	8.3578e-14	0.1		0.818	11	0	2009	2019
Multiple Sclerosis	C0026769	AFF3	3899	P51826	AF4/FMR2 family member 3	Transcription factor	77	0.623	0.692	0.99996	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	LAMC2	3918	Q13753	laminin subunit gamma 2	Enzyme modulator	602	0.389	0.923	2.8791e-12	0.1		1.0	43	0	2017	2020
Multiple Sclerosis	C0026769	LEP	3952	P41159	leptin		931	0.349	0.846	0.46491	0.1		0.917	12	0	2005	2020
Multiple Sclerosis	C0026769	LINC02649	399715		long intergenic non-protein coding RNA 2649		10	0.792	0.308		0.1		1.0	1	2	2011	2011
Multiple Sclerosis	C0026769	LINC02656	399716		long intergenic non-protein coding RNA 2656		4	0.931	0.154		0.1		1.0	1	2	2011	2011
Multiple Sclerosis	C0026769	C1orf141	400757	Q5JVX7	chromosome 1 open reading frame 141		30	0.691	0.385	0.0032311	0.1		1.0	1	3	2011	2011
Multiple Sclerosis	C0026769	IL17REL	400935	Q6ZVW7	interleukin 17 receptor E like		5	0.861	0.192	0.0018916	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	LINC01185	400957		long intergenic non-protein coding RNA 1185		13	0.743	0.346		0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	LINC00243	401247		long intergenic non-protein coding RNA 243		24	0.729	0.423		0.1		1.0	1	1	2007	2007
Multiple Sclerosis	C0026769	MCCD1	401250	P59942	mitochondrial coiled-coil domain 1		6	0.89	0.231	0.0019319	0.1		1.0	1	2	2007	2007
Multiple Sclerosis	C0026769	LPP	4026	Q93052	LIM domain containing preferred translocation partner in lipoma	Enzyme modulator	131	0.543	0.769	0.0071908	0.1		1.0	2	2	2011	2013
Multiple Sclerosis	C0026769	MIR146A	406938		microRNA 146a		505	0.398	0.885		0.1		0.9	10	1	2011	2019
Multiple Sclerosis	C0026769	MIR155	406947		microRNA 155		584	0.384	0.885		0.1		1.0	14	1	2011	2019
Multiple Sclerosis	C0026769	MANBA	4126	O00462	mannosidase beta	Enzyme	38	0.736	0.462	1.3066e-18	0.1		1.0	1	2	2011	2011
Multiple Sclerosis	C0026769	MAZ	4150	P56270	MYC associated zinc finger protein		60	0.617	0.654	0.94363	0.1		1.0	1	1	2016	2016
Multiple Sclerosis	C0026769	MBP	4155	P02686	myelin basic protein		184	0.51	0.885	0.28446	0.1		0.939	163	0	1990	2020
Multiple Sclerosis	C0026769	MEFV	4210	O15553	MEFV innate immuity regulator, pyrin		410	0.44	0.885	1.0177e-14	0.1		0.917	12	4	2003	2019
Multiple Sclerosis	C0026769	CIITA	4261	P33076	class II major histocompatibility complex transactivator		149	0.536	0.808	1.3618e-07	0.1		0.882	17	2	2001	2015
Multiple Sclerosis	C0026769	MMP2	4313	P08253	matrix metallopeptidase 2	Enzyme	1021	0.333	0.923	0.83878	0.1		0.909	11	0	1996	2019
Multiple Sclerosis	C0026769	MMP9	4318	P14780	matrix metallopeptidase 9	Enzyme	1337	0.305	0.923	1.8869e-17	0.1		0.927	41	1	1996	2019
Multiple Sclerosis	C0026769	MOG	4340	Q16653	myelin oligodendrocyte glycoprotein	Enzyme modulator	136	0.546	0.731	0.13748	0.1		0.972	109	3	1995	2020
Multiple Sclerosis	C0026769	MPO	4353	P05164	myeloperoxidase	Enzyme	653	0.377	0.923	7.105e-15	0.1		1.0	10	0	1997	2019
Multiple Sclerosis	C0026769	MS	4397		multiple sclerosis		95	0.599	0.692		0.1		0.981	105	0	1998	2020
Multiple Sclerosis	C0026769	IRF1-AS1	441108	Q8N8D9	IRF1 antisense RNA 1		44	0.67	0.385	0.0041687	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	MIR326	442900		microRNA 326		95	0.56	0.731		0.1		1.0	10	0	2009	2020
Multiple Sclerosis	C0026769	GGNBP1	449520	Q5YKI7	gametogenetin binding protein 1 (pseudogene)		21	0.769	0.462	0.69112	0.1		1.0	1	2	2016	2016
Multiple Sclerosis	C0026769	MTHFR	4524	P42898	methylenetetrahydrofolate reductase		985	0.337	0.885	3.2068e-10	0.1		0.5	10	5	2006	2019
Multiple Sclerosis	C0026769	NEFL	4747	P07196	neurofilament light		247	0.488	0.769		0.1		0.968	31	0	2004	2020
Multiple Sclerosis	C0026769	NFE2L2	4780	Q16236	nuclear factor, erythroid 2 like 2	Enzyme	823	0.357	0.885	0.0035719	0.1		1.0	15	0	2009	2020
Multiple Sclerosis	C0026769	IL22	50616	Q9GZX6	interleukin 22		551	0.393	0.885	0.00018843	0.1		1.0	14	0	2009	2019
Multiple Sclerosis	C0026769	FOXP3	50943	Q9BZS1	forkhead box P3		688	0.368	0.846	0.99424	0.1		1.0	24	3	2005	2019
Multiple Sclerosis	C0026769	TIMMDC1	51300	Q9NPL8	translocase of inner mitochondrial membrane domain containing 1		65	0.653	0.538	1.1142e-08	0.1		1.0	2	2	2011	2013
Multiple Sclerosis	C0026769	IL23A	51561	Q9NPF7	interleukin 23 subunit alpha	Signaling	427	0.415	0.846	0.35806	0.1		0.947	19	0	2006	2019
Multiple Sclerosis	C0026769	WWOX	51741	Q9NZC7	WW domain containing oxidoreductase	Enzyme	356	0.453	0.808	1.2376e-15	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	UBASH3A	53347	P57075	ubiquitin associated and SH3 domain containing A		43	0.638	0.538	1.0489e-10	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	PLEK	5341	P08567	pleckstrin	Cellular structure	83	0.588	0.731	0.001067	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	PLP1	5354	P60201	proteolipid protein 1	Cellular structure	160	0.543	0.769	0.92845	0.1		0.909	11	1	1997	2019
Multiple Sclerosis	C0026769	KRT20	54474	P35900	keratin 20		559	0.388	0.846	9.0776e-11	0.1		1.0	38	0	2010	2020
Multiple Sclerosis	C0026769	POU5F1	5460	Q01860	POU class 5 homeobox 1		328	0.441	0.846	0.95371	0.1		1.0	1	4	2007	2007
Multiple Sclerosis	C0026769	PPARG	5468	P37231	peroxisome proliferator activated receptor gamma	Nuclear receptor	877	0.358	0.885	0.029194	0.1		0.9	10	2	2005	2019
Multiple Sclerosis	C0026769	PXK	54899	Q7Z7A4	PX domain containing serine/threonine kinase like	Kinase	13	0.821	0.231	0.010847	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	CDKAL1	54901	Q5VV42	CDK5 regulatory subunit associated protein 1 like 1		86	0.617	0.615	0.016021	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	BANK1	55024	Q8NDB2	B cell scaffold protein with ankyrin repeats 1		51	0.653	0.538	4.7905e-12	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	ATG16L1	55054	Q676U5	autophagy related 16 like 1		120	0.543	0.769	0.96452	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	SIRPG	55423	Q9P1W8	signal regulatory protein gamma	Signaling	8	0.821	0.231	3.476e-15	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	CSGALNACT2	55454	Q8N6G5	chondroitin sulfate N-acetylgalactosaminyltransferase 2	Enzyme	5	0.861	0.192	0.23766	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	ITLN1	55600	Q8WWA0	intelectin 1		45	0.656	0.577	3.4119e-06	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	INAVA	55765	Q3KP66	innate immunity activator		18	0.743	0.346	0.00022109	0.1		1.0	2	2	2011	2013
Multiple Sclerosis	C0026769	MYNN	55892	Q9NPC7	myoneurin		21	0.722	0.423	0.57129	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	SLC44A2	57153	Q8IWA5	solute carrier family 44 member 2	Transporter	21	0.743	0.462	0.00011917	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	PLEKHG5	57449	O94827	pleckstrin homology and RhoGEF domain containing G5		50	0.674	0.385	3.3605e-06	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	ARHGAP31	57514	Q2M1Z3	Rho GTPase activating protein 31		96	0.581	0.615	0.99999	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	HACE1	57531	Q8IYU2	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	Enzyme	95	0.601	0.692	6.0798e-06	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	PITPNM2	57605	Q9BZ72	phosphatidylinositol transfer protein membrane associated 2	Transporter	9	0.861	0.231	1.0	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	PHRF1	57661	Q9P1Y6	PHD and ring finger domains 1		17	0.743	0.346	0.056521	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	NCOA5	57727	Q9HCD5	nuclear receptor coactivator 5	Receptor	53	0.631	0.692	0.99926	0.1		1.0	2	1	2011	2019
Multiple Sclerosis	C0026769	SLAMF7	57823	Q9NQ25	SLAM family member 7		31	0.678	0.423	0.03635	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	PTPRC	5788	P08575	protein tyrosine phosphatase receptor type C	Enzyme	366	0.435	0.808	1.0	0.1		0.867	15	2	2000	2009
Multiple Sclerosis	C0026769	EPS15L1	58513	Q9UBC2	epidermal growth factor receptor pathway substrate 15 like 1	Enzyme modulator	17	0.743	0.385	0.99964	0.1		1.0	2	2	2011	2013
Multiple Sclerosis	C0026769	IL21	59067	Q9HBE4	interleukin 21		321	0.441	0.769	0.6254	0.1		0.8	10	0	2009	2019
Multiple Sclerosis	C0026769	RNASEL	6041	Q05823	ribonuclease L	Kinase	85	0.579	0.692	1.9513e-10	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	BRD2	6046	P25440	bromodomain containing 2	Epigenetic regulator	303	0.45	0.808	0.99957	0.1		1.0	1	1	2007	2007
Multiple Sclerosis	C0026769	RNF5	6048	Q99942	ring finger protein 5	Enzyme	28	0.716	0.538	3.6989e-05	0.1		1.0	1	1	2010	2010
Multiple Sclerosis	C0026769	RREB1	6239	Q92766	ras responsive element binding protein 1		227	0.5	0.808	1.0	0.1		1.0	1	1	2019	2019
Multiple Sclerosis	C0026769	BDNF	627	P23560	brain derived neurotrophic factor	Signaling	992	0.345	0.923	0.65626	0.1		0.975	40	3	1999	2019
Multiple Sclerosis	C0026769	TSPAN31	6302	Q12999	tetraspanin 31		112	0.556	0.654	0.21925	0.1		1.0	2	1	2009	2011
Multiple Sclerosis	C0026769	CCL2	6347	P13500	C-C motif chemokine ligand 2	Signaling	1157	0.321	0.962	0.60786	0.1		0.85	20	0	1998	2019
Multiple Sclerosis	C0026769	CCL5	6352	P13501	C-C motif chemokine ligand 5	Signaling	514	0.403	0.885	0.0017516	0.1		0.933	15	0	1997	2018
Multiple Sclerosis	C0026769	CLSTN2	64084	Q9H4D0	calsyntenin 2	Calcium-binding protein	25	0.716	0.423	3.5246e-06	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	SH3BP2	6452	P78314	SH3 domain binding protein 2		65	0.623	0.654	1.156e-11	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	MROH3P	647215		maestro heat like repeat family member 3, pseudogene		5	0.89	0.192		0.1		1.0	1	2	2011	2011
Multiple Sclerosis	C0026769	SKIV2L	6499	Q15477	Ski2 like RNA helicase		96	0.615	0.654	1.2931e-22	0.1		1.0	1	1	2010	2010
Multiple Sclerosis	C0026769	SLC15A2	6565	Q16348	solute carrier family 15 member 2	Transporter	13	0.805	0.308	5.4803e-20	0.1		1.0	2	1	2011	2016
Multiple Sclerosis	C0026769	SPP1	6696	P10451	secreted phosphoprotein 1		824	0.353	0.885	2.146e-06	0.1		0.885	26	0	2001	2019
Multiple Sclerosis	C0026769	ZFP36L1	677	Q07352	ZFP36 ring finger protein like 1	Nucleic acid binding	43	0.659	0.5	0.67406	0.1		1.0	1	3	2013	2013
Multiple Sclerosis	C0026769	STAT2	6773	P52630	signal transducer and activator of transcription 2	Nucleic acid binding	92	0.569	0.615	0.93065	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	SNORA38	677820		small nucleolar RNA, H/ACA box 38		6	0.89	0.154		0.1		1.0	1	1	2007	2007
Multiple Sclerosis	C0026769	TCF19	6941	Q9Y242	transcription factor 19		33	0.674	0.692	0.00093832	0.1		1.0	2	2	2007	2010
Multiple Sclerosis	C0026769	TRBV20OR9-2	6962		T cell receptor beta variable 20/OR9-2 (non-functional)		456	0.403	0.923		0.1		0.917	36	0	1989	2019
Multiple Sclerosis	C0026769	TEF	7008	Q10587	TEF transcription factor, PAR bZIP family member	Nucleic acid binding	34	0.686	0.538	0.63291	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	TSPO	706	P30536	translocator protein		341	0.444	0.885	0.00027398	0.1		1.0	14	1	2013	2019
Multiple Sclerosis	C0026769	TIMP1	7076	P01033	TIMP metallopeptidase inhibitor 1	Enzyme modulator	603	0.38	0.885	0.4993	0.1		1.0	10	0	1996	2018
Multiple Sclerosis	C0026769	TLR2	7097	O60603	toll like receptor 2		749	0.361	0.923	1.0152e-06	0.1		1.0	10	0	2013	2020
Multiple Sclerosis	C0026769	TLR4	7099	O00206	toll like receptor 4		1174	0.321	0.962	4.6131e-09	0.1		0.947	19	2	2003	2019
Multiple Sclerosis	C0026769	TNXB	7148	P22105	tenascin XB		127	0.572	0.731	0.018547	0.1		1.0	2	3	2007	2010
Multiple Sclerosis	C0026769	TOP3A	7156	Q13472	DNA topoisomerase III alpha	Enzyme	52	0.656	0.615	5.0983e-11	0.1		1.0	1	1	2016	2016
Multiple Sclerosis	C0026769	C2	717	P06681	complement C2		71	0.617	0.692	1.3494e-16	0.1		1.0	1	2	2007	2007
Multiple Sclerosis	C0026769	TRAF1	7185	Q13077	TNF receptor associated factor 1	Signaling	119	0.554	0.731	0.0035639	0.1		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	LINC01100	730109		long intergenic non-protein coding RNA 1100		4	0.861	0.192	0.072755	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	PRRC2A	7916	P48634	proline rich coiled-coil 2A	Enzyme	45	0.656	0.654	1.0	0.1		1.0	1	1	2007	2007
Multiple Sclerosis	C0026769	BAG6	7917	P46379	BAG cochaperone 6	Enzyme modulator	40	0.674	0.615	1.0	0.1		1.0	2	2	2007	2010
Multiple Sclerosis	C0026769	CENPO	79172	Q9BU64	centromere protein O		14	0.805	0.269	1.8941e-09	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	NELFE	7936	P18615	negative elongation factor complex member E		40	0.686	0.5	0.006895	0.1		1.0	1	2	2010	2010
Multiple Sclerosis	C0026769	AGBL2	79841	Q5U5Z8	ATP/GTP binding protein like 2	Enzyme	55	0.644	0.654	3.9622e-16	0.1		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	RPAP2	79871	Q8IXW5	RNA polymerase II associated protein 2		4	1.0	0.077	2.5763e-07	0.1		1.0	1	1	2016	2016
Multiple Sclerosis	C0026769	SPEF2	79925	Q9C093	sperm flagellar 2		11	0.792	0.269	3.1152e-25	0.1		1.0	1	1	2011	2011
